Genome	Original_name	Study_set	Genome_type	Length	N_contigs	N50	GC_content	Completeness	Contamination	rRNA_5S	rRNA_16S	rRNA_23S	tRNAs	Genome_accession	Species_rep	MGnify_accession	Lineage	Sample_accession	Study_accession	Country	Continent
GUT_GENOME001635	AM30-21	CGR	Isolate	4497480	49	214867	43.61	99.46	0	0	99.67	99.52	20	GCA_003469405	GUT_GENOME001635	MGYG-HGUT-00254	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Odoribacter;s__Odoribacter splanchnicus	SAMN09736412	PRJNA482748	China	Asia
GUT_GENOME001636	AM30-24	CGR	Isolate	3382894	129	133312	48.24	100	0	81.51	99.61	99.76	20	GCA_003480435	GUT_GENOME001636	MGYG-HGUT-00255	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-81;s__CAG-81 sp900066055	SAMN09736413	PRJNA482748	China	Asia
GUT_GENOME001638	AM30-3LB	CGR	Isolate	2471805	59	136382	62.46	100	0	95.8	99.67	99.42	20	GCA_003469355	GUT_GENOME001638	MGYG-HGUT-00256	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Olsenella_B;s__Olsenella_B sp000752675	SAMN09736415	PRJNA482748	China	Asia
GUT_GENOME001653	AM31-2AC	CGR	Isolate	2329080	61	118392	59.72	100	0.81	94.12	99.61	99.45	20	GCA_003469285	GUT_GENOME001653	MGYG-HGUT-00257	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp002232035	SAMN09736430	PRJNA482748	China	Asia
GUT_GENOME001659	AM32-13AC	CGR	Isolate	2178005	7	1592778	40.89	99.33	0.67	92.44	99.67	99.83	20	GCA_003469265	GUT_GENOME001659	MGYG-HGUT-00258	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E;s__Ruminococcus_E bromii_B	SAMN09736436	PRJNA482748	China	Asia
GUT_GENOME001677	AM33-3	CGR	Isolate	3217913	89	82436	48.71	99.37	0	82.35	99.74	99.83	20	GCA_003480315	GUT_GENOME001677	MGYG-HGUT-00259	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA9502;s__	SAMN09736453	PRJNA482748	China	Asia
GUT_GENOME001678	AM33-4BH	CGR	Isolate	2309856	42	153532	59.76	100	0.81	94.12	99.61	99.45	20	GCA_003469205	GUT_GENOME001678	MGYG-HGUT-00260	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	SAMN09736455	PRJNA482748	China	Asia
GUT_GENOME001681	AM34-10	CGR	Isolate	2229144	34	233603	59.5	100	1.61	94.12	99.61	99.45	20	GCA_003469185	GUT_GENOME001681	MGYG-HGUT-00261	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	SAMN09736457	PRJNA482748	China	Asia
GUT_GENOME001689	AM34-3LB	CGR	Isolate	3405051	43	169138	38.26	100	0.67	0	99.74	99.83	19	GCA_003468475	GUT_GENOME001689	MGYG-HGUT-00262	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_E;s__Eubacterium_E hallii	SAMN09736467	PRJNA482748	China	Asia
GUT_GENOME001709	AM36-5	CGR	Isolate	3713363	57	154447	43.62	99.37	0.32	81.51	99.67	99.66	20	GCA_003461925	GUT_GENOME001709	MGYG-HGUT-00263	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp900066335	SAMN09736485	PRJNA482748	China	Asia
GUT_GENOME001738	AM39-5BH	CGR	Isolate	2831423	48	231236	51.21	97.68	0	95.8	76.97	63.52	20	GCA_003467445	GUT_GENOME001738	MGYG-HGUT-00264	d__Bacteria;p__Firmicutes;c__Bacilli;o__Exiguobacterales;f__Exiguobacteraceae;g__Exiguobacterium;s__	SAMN09736515	PRJNA482748	China	Asia
GUT_GENOME001745	AM40-30BH	CGR	Isolate	5490284	98	195174	40.27	99.26	0	0	99.67	99.59	20	GCA_003467365	GUT_GENOME001745	MGYG-HGUT-00265	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides nordii	SAMN09736522	PRJNA482748	China	Asia
GUT_GENOME001749	AM40-7AC	CGR	Isolate	2354854	34	235297	59.74	100	0.81	94.12	99.61	99.45	20	GCA_003468125	GUT_GENOME001749	MGYG-HGUT-00266	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp002232035	SAMN09736526	PRJNA482748	China	Asia
GUT_GENOME001752	AM41-11	CGR	Isolate	1820576	34	110966	37.85	97.17	3.13	85.71	99.67	99.76	20	GCA_003480165	GUT_GENOME001752	MGYG-HGUT-00267	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__CAG-536;s__CAG-536 sp000434355	SAMN09736529	PRJNA482748	China	Asia
GUT_GENOME001757	AM41-5BH	CGR	Isolate	3371853	114	141116	38.11	98.83	0	0	83.76	99.62	20	GCA_003461845	GUT_GENOME001757	MGYG-HGUT-00268	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalicatena;s__Faecalicatena sp900066545	SAMN09736535	PRJNA482748	China	Asia
GUT_GENOME001768	AM42-17	CGR	Isolate	2160672	67	60596	30.36	99.06	0	0	99.67	99.79	20	GCA_003480255	GUT_GENOME001768	MGYG-HGUT-00269	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Erysipelatoclostridium;s__	SAMN09736545	PRJNA482748	China	Asia
GUT_GENOME001769	AM42-18AC	CGR	Isolate	2283153	50	127445	59.72	100	0.81	94.12	99.61	99.45	20	GCA_003467965	GUT_GENOME001769	MGYG-HGUT-00270	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	SAMN09736547	PRJNA482748	China	Asia
GUT_GENOME001770	AM42-1AC	CGR	Isolate	4010544	133	76279	41	99.52	0.24	0	99.61	97.78	20	GCA_003467265	GUT_GENOME001770	MGYG-HGUT-00271	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia inulinivorans	SAMN09736548	PRJNA482748	China	Asia
GUT_GENOME001773	AM42-24	CGR	Isolate	3993715	242	48840	43.02	98.14	1.52	94.96	99.67	99.56	20	GCA_003461825	GUT_GENOME001773	MGYG-HGUT-00272	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp000434515	SAMN09736551	PRJNA482748	China	Asia
GUT_GENOME001778	AM42-38	CGR	Isolate	3493655	105	94495	45.55	98.88	0.37	0	99.67	99.59	20	GCA_003467215	GUT_GENOME001778	MGYG-HGUT-00273	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides_A;s__Bacteroides_A coprophilus	SAMN09736555	PRJNA482748	China	Asia
GUT_GENOME001779	AM42-4	CGR	Isolate	3653447	137	89942	47.98	99.37	1.9	0	99.54	99.83	19	GCA_003480105	GUT_GENOME001779	MGYG-HGUT-00274	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA9502;s__UBA9502 sp003506385	SAMN09736556	PRJNA482748	China	Asia
GUT_GENOME001800	AM44-11	CGR	Isolate	2353107	47	136671	59.66	100	1.61	94.12	99.61	99.45	20	GCA_003467145	GUT_GENOME001800	MGYG-HGUT-00275	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp002232035	SAMN09736577	PRJNA482748	China	Asia
GUT_GENOME001805	AM44-1BH	CGR	Isolate	2877584	69	99044	49.27	100	1.6	92.44	99.67	99.79	20	GCA_003467125	GUT_GENOME001805	MGYG-HGUT-00276	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__Caecibacter;s__	SAMN09736583	PRJNA482748	China	Asia
GUT_GENOME001806	AM44-1	CGR	Isolate	2020742	14	352825	36.74	100	0	0	99.74	99.76	20	GCA_003466855	GUT_GENOME001806	MGYG-HGUT-00277	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus mutans	SAMN09736576	PRJNA482748	China	Asia
GUT_GENOME001831	AM48-27BH	CGR	Isolate	4347574	163	67452	45.84	97.31	0.63	81.51	93.61	95.86	20	GCA_003478355	GUT_GENOME001831	MGYG-HGUT-00278	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Hungatella_A;s__	SAMN09736608	PRJNA482748	China	Asia
GUT_GENOME001853	AM51-8BH	CGR	Isolate	2007253	125	28614	38.74	99.85	0	93.28	99.67	99.69	20	GCA_003463825	GUT_GENOME001853	MGYG-HGUT-00279	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;s__	SAMN09736631	PRJNA482748	China	Asia
GUT_GENOME001854	AM51-8	CGR	Isolate	2600096	15	647536	44.95	96.09	0.72	0	99.61	99.83	19	GCA_003478275	GUT_GENOME001854	MGYG-HGUT-00280	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__	SAMN09736630	PRJNA482748	China	Asia
GUT_GENOME001870	AM58-1XD	CGR	Isolate	4363466	90	116967	46.21	99.5	1.9	84.03	99.61	96.65	19	GCA_003464085	GUT_GENOME001870	MGYG-HGUT-00281	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnoclostridium_A;s__	SAMN09736647	PRJNA482748	China	Asia
GUT_GENOME001877	AM59-24XD	CGR	Isolate	3384757	82	90279	45.52	95.48	0	83.19	99.61	94.74	20	GCA_003478445	GUT_GENOME001877	MGYG-HGUT-00282	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__TF01-11;s__TF01-11 sp003524945	SAMN09736654	PRJNA482748	China	Asia
GUT_GENOME002080	BackhedF_2015__SID103_M__bin.27	CIBIO	MAG	1542428	387	4393	59.74	74.24	0.2	94.12	0	33.85	13	NA	GUT_GENOME002080	MGYG-HGUT-00283	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	ERS473027	ERP005989	Sweden	Europe
GUT_GENOME002158	BackhedF_2015__SID10_M__bin.16	CIBIO	MAG	5940375	151	57941	43.15	98.62	0.13	0	0	0	20	NA	GUT_GENOME002158	MGYG-HGUT-00284	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__	ERS473034	ERP005989	Sweden	Europe
GUT_GENOME002167	BackhedF_2015__SID10_M__bin.28	CIBIO	MAG	2421629	420	7550	42.92	76.41	3.1	0	0	0	13	NA	GUT_GENOME002167	MGYG-HGUT-00285	d__Bacteria;p__Firmicutes_B;c__Peptococcia;o__Peptococcales;f__Peptococcaceae;g__UBA7185;s__	ERS473034	ERP005989	Sweden	Europe
GUT_GENOME002250	BackhedF_2015__SID128_4M__bin.2	CIBIO	MAG	1028307	364	2981	28.27	62.57	0	81.51	0	0	10	NA	GUT_GENOME002250	MGYG-HGUT-00286	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__CAG-274;g__;s__	ERS473039	ERP005989	Sweden	Europe
GUT_GENOME002382	BackhedF_2015__SID133_4M__bin.15	CIBIO	MAG	7256980	244	48348	41.47	99.37	0.32	0	0	4	16	NA	GUT_GENOME002382	MGYG-HGUT-00287	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Robinsoniella;s__	ERS473049	ERP005989	Sweden	Europe
GUT_GENOME002690	BackhedF_2015__SID179_4M__bin.20	CIBIO	MAG	2093487	131	25615	60.13	98.39	0.81	0	0	0	20	NA	GUT_GENOME002690	MGYG-HGUT-00288	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	ERS473070	ERP005989	Sweden	Europe
GUT_GENOME002738	BackhedF_2015__SID180_12M__bin.10	CIBIO	MAG	3003589	84	52381	51.55	98.47	0	94.12	0	11.25	18	NA	GUT_GENOME002738	MGYG-HGUT-00289	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella buccae	ERS473073	ERP005989	Sweden	Europe
GUT_GENOME002826	BackhedF_2015__SID181_4M__bin.2	CIBIO	MAG	2104567	67	47381	60.17	100	0.81	0	0	0	20	NA	GUT_GENOME002826	MGYG-HGUT-00290	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	ERS473079	ERP005989	Sweden	Europe
GUT_GENOME003036	BackhedF_2015__SID1_M__bin.5	CIBIO	MAG	1707801	135	19158	53.39	98.39	0.4	0	0	0	19	NA	GUT_GENOME003036	MGYG-HGUT-00291	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__CAG-1427;s__	ERS473094	ERP005989	Sweden	Europe
GUT_GENOME003134	BackhedF_2015__SID224_M__bin.20	CIBIO	MAG	1812140	337	6658	59.85	89.18	0.76	0	59.82	0	17	NA	GUT_GENOME003134	MGYG-HGUT-00292	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	ERS473106	ERP005989	Sweden	Europe
GUT_GENOME003176	BackhedF_2015__SID229_4M__bin.6	CIBIO	MAG	1680950	119	23659	38.54	56.9	0	92.44	0	0	8	NA	GUT_GENOME003176	MGYG-HGUT-00293	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;s__	ERS473108	ERP005989	Sweden	Europe
GUT_GENOME003284	BackhedF_2015__SID241_12M__bin.12	CIBIO	MAG	1784685	91	37269	39.63	98.65	1.5	0	62.04	0	19	NA	GUT_GENOME003284	MGYG-HGUT-00294	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium_A;s__	ERS473119	ERP005989	Sweden	Europe
GUT_GENOME003308	BackhedF_2015__SID241_4M__bin.9	CIBIO	MAG	2822803	332	12098	54.26	92.56	0.69	91.6	22.9	0	19	NA	GUT_GENOME003308	MGYG-HGUT-00295	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Clostridium_E;s__Clostridium_E sporosphaeroides	ERS473120	ERP005989	Sweden	Europe
GUT_GENOME003569	BackhedF_2015__SID265_B__bin.7	CIBIO	MAG	1869551	38	78908	35.91	100	0	85.71	70.32	0	13	NA	GUT_GENOME003569	MGYG-HGUT-00296	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Peptostreptococcus;s__Peptostreptococcus anaerobius	ERS473143	ERP005989	Sweden	Europe
GUT_GENOME003639	BackhedF_2015__SID268_M__bin.29	CIBIO	MAG	1542790	53	40240	31.53	93.82	0	0	99.74	57.57	20	NA	GUT_GENOME003639	MGYG-HGUT-00297	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-611;g__UBA7057;s__	ERS473148	ERP005989	Sweden	Europe
GUT_GENOME003665	BackhedF_2015__SID26_B__bin.7	CIBIO	MAG	1632846	160	14089	39.53	87.62	1.84	0	0	0	9	NA	GUT_GENOME003665	MGYG-HGUT-00298	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__	ERS473149	ERP005989	Sweden	Europe
GUT_GENOME003966	BackhedF_2015__SID282_4M__bin.9	CIBIO	MAG	1836792	55	60895	55.77	97.95	0.47	0	0	0	20	NA	GUT_GENOME003966	MGYG-HGUT-00299	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Pauljensenia;s__	ERS473172	ERP005989	Sweden	Europe
GUT_GENOME004215	BackhedF_2015__SID338_M__bin.57	CIBIO	MAG	1306009	351	4252	59.4	76.79	3.84	0	0	0	14	NA	GUT_GENOME004215	MGYG-HGUT-00300	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__CAG-1427;s__	ERS473190	ERP005989	Sweden	Europe
GUT_GENOME004333	BackhedF_2015__SID345_4M__bin.14	CIBIO	MAG	2681617	71	65258	44.14	96.52	0.21	0	0	5.44	18	NA	GUT_GENOME004333	MGYG-HGUT-00301	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__	ERS473200	ERP005989	Sweden	Europe
GUT_GENOME004335	BackhedF_2015__SID345_4M__bin.17	CIBIO	MAG	2153657	61	48588	60.16	100	0.81	0	0	0	20	NA	GUT_GENOME004335	MGYG-HGUT-00302	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	ERS473200	ERP005989	Sweden	Europe
GUT_GENOME004459	BackhedF_2015__SID367_4M__bin.21	CIBIO	MAG	2214813	45	67668	52.68	99.53	0.59	0	0	0	20	NA	GUT_GENOME004459	MGYG-HGUT-00303	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Varibaculum;s__Varibaculum cambriense_A	ERS473208	ERP005989	Sweden	Europe
GUT_GENOME004615	BackhedF_2015__SID383_M__bin.5	CIBIO	MAG	1613991	28	126195	53.08	100	0.23	83.19	0	99.56	20	NA	GUT_GENOME004615	MGYG-HGUT-00304	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__CAG-1427;s__	ERS473219	ERP005989	Sweden	Europe
GUT_GENOME004664	BackhedF_2015__SID385_M__bin.18	CIBIO	MAG	2447757	34	116982	48.26	97.04	0.54	0	61.64	99.62	20	NA	GUT_GENOME004664	MGYG-HGUT-00305	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__RF16;s__	ERS473224	ERP005989	Sweden	Europe
GUT_GENOME004691	BackhedF_2015__SID387_4M__bin.15	CIBIO	MAG	1817294	326	7386	59.91	86.02	1.73	0	0	0	19	NA	GUT_GENOME004691	MGYG-HGUT-00306	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp003487125	ERS473226	ERP005989	Sweden	Europe
GUT_GENOME004694	BackhedF_2015__SID387_4M__bin.8	CIBIO	MAG	2189944	186	19060	59.54	94.67	0.67	94.96	0	0	20	NA	GUT_GENOME004694	MGYG-HGUT-00307	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Rothia;s__Rothia mucilaginosa	ERS473226	ERP005989	Sweden	Europe
GUT_GENOME004807	BackhedF_2015__SID397_4M__bin.4	CIBIO	MAG	1988937	480	4724	65.25	80.86	2.56	93.28	0	5.57	18	NA	GUT_GENOME004807	MGYG-HGUT-00308	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Pauljensenia;s__Pauljensenia keddieii	ERS473234	ERP005989	Sweden	Europe
GUT_GENOME004970	BackhedF_2015__SID45_4M__bin.9	CIBIO	MAG	2011279	91	40796	60.29	99.19	0.81	94.12	99.61	99.45	20	NA	GUT_GENOME004970	MGYG-HGUT-00309	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella aerofaciens	ERS473244	ERP005989	Sweden	Europe
GUT_GENOME004992	BackhedF_2015__SID45_M__bin.5	CIBIO	MAG	1791652	196	13269	41.05	94.63	2.1	0	0	0	17	NA	GUT_GENOME004992	MGYG-HGUT-00310	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium_A;s__	ERS473246	ERP005989	Sweden	Europe
GUT_GENOME005080	BackhedF_2015__SID504_12M__bin.13	CIBIO	MAG	1920972	232	11381	38.46	90.1	1.2	0	0	0	16	NA	GUT_GENOME005080	MGYG-HGUT-00311	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;s__	ERS473251	ERP005989	Sweden	Europe
GUT_GENOME005141	BackhedF_2015__SID507_12M__bin.29	CIBIO	MAG	2784469	57	99268	48.18	98.56	0.19	0	0	0	17	NA	GUT_GENOME005141	MGYG-HGUT-00312	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eisenbergiella;s__	ERS473255	ERP005989	Sweden	Europe
GUT_GENOME005153	BackhedF_2015__SID507_4M__bin.1	CIBIO	MAG	1460918	344	5337	64.46	60.14	0	0	0	0	18	NA	GUT_GENOME005153	MGYG-HGUT-00313	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella vaginalis	ERS473256	ERP005989	Sweden	Europe
GUT_GENOME005165	BackhedF_2015__SID507_M__bin.13	CIBIO	MAG	2044801	242	11474	59.72	93.01	1.04	0	0	0	20	NA	GUT_GENOME005165	MGYG-HGUT-00314	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	ERS473258	ERP005989	Sweden	Europe
GUT_GENOME005285	BackhedF_2015__SID51_M__bin.10	CIBIO	MAG	1988113	102	31488	41	90.6	0.85	92.44	71.75	99.73	19	NA	GUT_GENOME005285	MGYG-HGUT-00315	d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__CAG-306;s__	ERS473266	ERP005989	Sweden	Europe
GUT_GENOME005382	BackhedF_2015__SID526_12M__bin.2	CIBIO	MAG	2316822	443	7035	40.5	86.47	0.89	0	0	0	8	NA	GUT_GENOME005382	MGYG-HGUT-00316	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA945;s__	ERS473271	ERP005989	Sweden	Europe
GUT_GENOME005404	BackhedF_2015__SID526_B__bin.4	CIBIO	MAG	2152180	22	152395	39.23	98.98	0.23	94.96	0	0	18	NA	GUT_GENOME005404	MGYG-HGUT-00317	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus_D;s__Haemophilus_D parainfluenzae	ERS473273	ERP005989	Sweden	Europe
GUT_GENOME005405	BackhedF_2015__SID526_B__bin.6	CIBIO	MAG	1499778	57	46888	39.69	89.18	0.28	0	0	0	5	NA	GUT_GENOME005405	MGYG-HGUT-00318	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus infantis_I	ERS473273	ERP005989	Sweden	Europe
GUT_GENOME005466	BackhedF_2015__SID53_12M__bin.15	CIBIO	MAG	2617648	300	12496	49.68	92.75	0.67	0	0	0	18	NA	GUT_GENOME005466	MGYG-HGUT-00319	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Pygmaiobacter;s__Pygmaiobacter massiliensis	ERS473279	ERP005989	Sweden	Europe
GUT_GENOME005475	BackhedF_2015__SID53_12M__bin.26	CIBIO	MAG	2134038	61	58920	59.71	100	0.81	0	0	0	20	NA	GUT_GENOME005475	MGYG-HGUT-00320	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	ERS473279	ERP005989	Sweden	Europe
GUT_GENOME005565	BackhedF_2015__SID536_M__bin.31	CIBIO	MAG	1973368	282	9469	60.01	94.76	1.08	0	0	0	18	NA	GUT_GENOME005565	MGYG-HGUT-00321	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	ERS473288	ERP005989	Sweden	Europe
GUT_GENOME005654	BackhedF_2015__SID544_M__bin.50	CIBIO	MAG	3475796	157	35688	44.48	96.29	0.27	0	0	0	20	NA	GUT_GENOME005654	MGYG-HGUT-00322	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Odoribacter;s__	ERS473294	ERP005989	Sweden	Europe
GUT_GENOME005683	BackhedF_2015__SID546_4M__bin.19	CIBIO	MAG	3361926	17	393550	42.65	99.25	0.38	0	0	0	15	NA	GUT_GENOME005683	MGYG-HGUT-00323	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_D;s__Enterococcus_D sp002850555	ERS473296	ERP005989	Sweden	Europe
GUT_GENOME005862	BackhedF_2015__SID566_12M__bin.16	CIBIO	MAG	2000933	292	8964	59.95	94.44	1.73	0	0	0	18	NA	GUT_GENOME005862	MGYG-HGUT-00324	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	ERS473311	ERP005989	Sweden	Europe
GUT_GENOME005886	BackhedF_2015__SID566_M__bin.14	CIBIO	MAG	3196296	56	96023	43.77	97.52	2.03	0	0	0	18	NA	GUT_GENOME005886	MGYG-HGUT-00325	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-95;s__	ERS473314	ERP005989	Sweden	Europe
GUT_GENOME006135	BackhedF_2015__SID582_B__bin.4	CIBIO	MAG	2314008	225	14765	53.46	95.31	1.32	94.96	0	0	20	NA	GUT_GENOME006135	MGYG-HGUT-00326	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Rothia;s__	ERS473333	ERP005989	Sweden	Europe
GUT_GENOME006201	BackhedF_2015__SID585_M__bin.12	CIBIO	MAG	1693743	393	5133	59.86	82.08	0.36	94.12	0	0	16	NA	GUT_GENOME006201	MGYG-HGUT-00327	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	ERS473338	ERP005989	Sweden	Europe
GUT_GENOME006268	BackhedF_2015__SID587_M__bin.39	CIBIO	MAG	1899139	591	3436	43.92	63.8	0.86	0	44.94	14.53	9	NA	GUT_GENOME006268	MGYG-HGUT-00328	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__CAG-272;s__	ERS473342	ERP005989	Sweden	Europe
